Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
Gran España - Europa Universalis IV #17 | MELILLA ESPAÑOLA,180,3.32,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
EPIC VOLCANO DEFENSE PARTE 2 | SERVER 230 | ARK SEASON 2017 #2,174,1.78,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #14 || GUERRAS CATÓLICAS Y HEREJES,173,3.97,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Coalición Hispánica #2 | COOPERATIVO CON MANUTEZ2009,171,5.31,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,171.0,0.0
Campaña de las Cruzadas 3 - La caída de Damasco y Ricardo Corazón de León,167,2.61,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
EPIC VOLCANO DEFENSE PARTE 3 | SERVER230 | ARK SEASON 2017 #3 FINAL DESTROYER,167,3.94,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,0.0
Campaña de las Cruzadas 8 - Derrota cerca de la plaza de Ascalón. Cae el sultán Saladino.,167,2.33,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,83.5
Anticipo de la gran campaña con Esparta (2015),166,4.18,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
COALICIÓN HISPÁNICA #8 | CAPITULO ESPECIAL CON MANUTEZ2009,164,9.83,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Teleport - Ark,158,0.64,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,79.0
Naval Action ep. 20 Live hunting pirates,155,5.0,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,38.75,0.0
Una de agar.io con foris #2,153,0.0,0.25,2.59775,117.25,0.4325,83.5,0.0,1145.3,0.0,0.0
World of Warships #2 Afinando la puntería,153,5.8,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,0.0,0.0
Mofas - Ark ep. 20,151,2.55,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,75.5
Gran España - Europa Universalis IV #6 || OCUPACIÓN DE ARAGÓN,151,3.46,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
¿Hasta donde llegarías por Roma? - Trailer,150,4.12,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,-150.0,0.0
CoD Modern Warfare 2 - ZrMbaka insane noscope,148,3.08,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,1299.7551020408164,74.0,0.0
Napoleón TW España #2 - PRIMERAS REFORMAS,147,4.03,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,147.0,0.0
Gran España - Europa Universalis IV #18 | GUERRAS DEL MEDITERRÁNEO,147,2.17,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
ATACANDO SERVER 432 DEL COORE - ARK SEASON 2017 #4,145,3.47,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,0.0
Derrota honrosa de los espartanos (Mod de Spartacus Rises - Rome 2 Total War),145,2.15,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Tribus Cherokee #7 - PROBANDO MEJORAS DE IMAGEN - Campaña cooperativa,140,2.39,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #24 || MARROQUÍES A LA VISTA,140,2.35,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,140.0
Coalición Hispánica #3 | COOPERATIVO CON MANUTEZ,137,4.79,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
"Asedio a lo ""Gladiator"" - Victoria en 3 minutos - Rome 2 Total War",132,4.19,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,132.0
Campaña con Esparta - Tráiler,131,3.53,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,21.833333333333332
Coalicion Hispanica #26 - FINAL,128,7.41,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
ATACANDO BASE DEL COORE - ARK SEASON 2017 #8,128,3.39,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,0.0
Tribus Cherokee #4 - Campaña cooperativa - EU4,128,2.24,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #4 || PAZ QUE PRECEDE A LA GUERRA,127,3.27,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,1145.3,0.0,0.0
Napoleón TW España 7 - Gran Batalla ÉPICA de Roma,125,1.8,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,0.0
El poder de los elefantes y el factor sorpresa (Mod de Spartacus Rises - Rome 2 Total War),122,1.54,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Shaco triplekill and Thresh support #shortslol #leagueoflegends,122,2.09,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,61.0,0.0
Farming FD method with rex - Ark ep. 23,119,1.7,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,59.5
Naval Action ep. 21 Live PB Las Tortugas's Port Battle,115,4.68,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,88.5,-115.0,115.0
PROMO A ORO 5 POR PRIMERA VEZ - LEAGUE OF LEGENDS - FT. ZR MBAKA,114,2.55,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Raid nocturno - Ark ep. 24,112,1.78,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,112.0,112.0
Gran España - Europa Universalis IV #29 || ¡GRANADA POR FIN ES NUESTRA!,111,2.92,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Disparos Del Pasado - Ark ep. 28,110,2.86,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,110.0
Tribus Cherokee #3 - Campaña cooperativa - EU4,109,1.56,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Campaña de las Cruzadas 1,108,3.33,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
ATACANDO SERVER 432 COORE - ARK SEASON 2017 #5,107,2.89,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,107.0
EPIC ASHE SUPPORT | HIGHLIGHTS | TESTING #2,107,1.01,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,53.5
Esparta #3 - Defensa de Atenas,105,1.54,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,105.0
Napoleón TW España 3 - 1ª BATALLA de SICILIA,105,2.49,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,105.0,105.0
Moving to volcano with rex - Ark ep. 19,105,4.37,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,1145.3,0.0,0.0
Napoleón TW España 4 - NOS REPONEMOS,105,2.56,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #23 | RUMBO A MÉXICO,103,0.78,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
¿Hasta donde llegarías por Roma? #1 - Rome 2 Total War,101,5.06,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Napoleón TW España 6 - ENEMISTAD con Estados Pontificios,101,2.34,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,-101.0,0.0
Gran España - Europa Universalis IV #22 | CONQUISTANDO E.E.U.U,99,3.67,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Gran Premio de Cataluña - F1 2016,97,1.67,0.0,2.45762,2259.0,1.192,55.8,0.0,421.21875,0.0,0.0
Tribus Cherokee #6 - Campaña cooperativa - Europa Universalis,97,1.88,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,97.0
PROMO Platino [Montzyzz] & Gold II [SirAlatriste] & Gold I [SirGio]- League of Legends Flex Queue,96,0.53,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Gran España - Europa Universalis IV #12 || LA ESPAÑOLA,96,3.16,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,96.0
"Noche de risas con los amigos con ""P.C.B"" - Agar.io #3",96,0.81,0.25,2.59775,117.25,0.4325,83.5,0.0,1145.3,0.0,96.0
Empire TW España Darthmod ep. 9,95,3.55,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
Coalición Hispánica #6 | COOPERATIVO CON MANUTEZ2009,94,4.99,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Gran España - Europa Universalis IV #20 | GUERRA EN LA CISALPINA,94,2.8,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Gran España - Europa Universalis IV #16 | ÉPOCA DE PAZ Y PROSPERACIÓN,93,2.88,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Esparta #4 [Parte 1] - Alianzas defensivas,92,1.62,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,92.0,92.0
2 VS 2 - SirAlatriste & Sirgio VS Zr Mbaka & Montzyzz,92,1.02,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
BETA TOURNAMENT 1 -  Team LAZIO 78 [LRT] - League of Legends,91,0.65,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,91.0
Un par de hostias bien dadas (Mod de Spartacus Rises - Rome 2 Total War),89,1.6,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
( Beta ) SNIPING MONTAGE | Call of Duty Modern Warfare 2,89,2.3,3.142857142857143,2.9787,1025.2857142857142,2.447142857142857,313.57142857142856,4.285714285714286,1299.7551020408164,3.56,0.0
Gran España - Europa Universalis IV #30 || LA GRAN INVERSIÓN MERCANTIL,89,1.78,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,14.833333333333334
LoL #70 - SPECIAL EDITION - XPEKE GAREEEN // GAMING HOUSE,89,0.97,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Naval Action ep. 6 Flota GOE vs NPC,89,2.41,4.181818181818182,97.90134545454545,5874.454545454545,5.493636363636363,760.1818181818181,3.3181818181818183,421.21875,0.0,89.0
Gran España - Europa Universalis IV #19 | NUEVA ARAGÓN Y LABOURD,88,1.11,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,44.0
Aprovechando una tarde aburrida con hermanos y primas | Sirvo para The Walking Dead??,88,3.0,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,1145.3,0.0,0.0
Coalición Hispánica #4 | COOPERATIVO CON MANUTEZ2009,88,3.41,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,88.0,0.0
STAR WARS BATTLEFRONT #4 - PARTIDAS MÁS DECENTES!,87,1.16,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,1145.3,0.0,0.0
How to get third cup on LoL Clash - Official Team Gainz Two to Three,85,1.81,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Napoleón TW España 19 - Disfrutando de la hegemonía naval,85,2.65,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,21.25
Napoleón TW España 16 - Batalla naval y asedio de Nápoles,85,1.66,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,85.0
Napoleón TW España 8 - Mejoras de Audio,83,2.35,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,41.5,83.0
Gran España - Europa Universalis IV #25 || RETOQUES INTERNOS,83,1.25,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Que le j**** - LoL in 2015,82,2.69,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,41.0
LoL Team OTG Practice,82,1.31,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
ALLAHU AKBAR - ARK SEASON 2017 #7 - Ft. CALUM FD,81,3.08,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,327.9764705882353,0.0,10.125
Esparta #2 - Batalla de Ierápetra [Sin micro],81,2.04,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Tribus Cherokee #5 - Campaña cooperativa - Europa Universalis,80,1.37,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Napoleón TW España 13 - Desafiando a Horatio Nelson,80,1.97,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,80.0,0.0
Coalición Hispánica #5 | COOPERATIVO CON MANUTEZ,80,3.17,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
La fuerza de Atenas (Mod de Spartacus Rises - Rome 2 Total War),79,3.34,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Napoleón TW España 11 - 3ª Batalla de Sicilia,79,1.48,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,79.0,0.0
INVADE TROLL PERFECTO - LEAGUE OF LEGENDS,78,2.43,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Ensayo de batalla naval (Mod de Spartacus Rises - Rome 2 Total War),78,2.21,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Lol Highlights Today ep. 17 - Corle funny,77,1.21,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,25.666666666666668
F1 Gran Premio de Australia - 1ª Carrera (McLaren-Honda),77,2.27,0.0,2.45762,2259.0,1.192,55.8,0.0,327.9764705882353,0.0,0.0
Why no montage on 14th July? It's a betrayal! - Trailer Thresh Montage #2,76,1.87,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
Napoleón TW España 5 - 2ª BATALLA por Sicilia,75,2.33,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,0.0,0.0
Napoleón TW España 15 - Liberación de Irlanda y Escocia,75,1.53,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,75.0,25.0
Support o adc? LoL 15,74,1.61,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,-74.0,74.0
Empire TW España Darthmod ep. 4,74,2.25,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
Campaña de las cruzadas 5 - El desastre de Egipto,74,1.79,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
Napoleón TW España 33 - Zagreb o el fin del mundo,72,1.32,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Napoleón TW España 20 - 2º saco de Roma,72,1.6,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,-72.0,0.0
Empire TW España Darthmod ep. 1 - Homenaje #31enerotercios,71,3.42,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,-71.0,0.0
Montzyzz Birthday #1 - STAR WARS BATTLEFRONT - Gaming House 2017 Memories,70,1.6,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,421.21875,0.0,0.0
Gran España - Europa Universalis IV #27,70,0.39,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Gran España - Europa Universalis IV #31,70,2.5,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,35.0
Napoleón TW España 48 - Batallas en Breslau,70,3.51,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,70.0,0.0
COALICIÓN HISPÁNICA #19 - ESPECIAL Germán el Emperador - EUIV,68,2.0,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Napoleón TW España 29 - Marchando sobre media Europa,68,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Gran España - Europa Universalis IV #26,67,0.0,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Napoleón TW España 47 - Cómo acabar por mar contra Rusia en 5 minutos,67,3.43,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,67.0,0.0
Esparta #7 - Defensa de Iconio,67,0.9,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Isi y Viken - Random Highlights #4,67,4.18,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.392857142857143,0.0
Napoleón TW España 32 - Batalla naval en el Egeo y un desastre,66,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,33.0
Esparta #28 - Defensa de Jerusalén,66,1.68,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,22.0
COALICIÓN HISPÁNICA #12 - COOPERATIVO CON MANUTEZ,65,4.73,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Coalición Hispánica #9 | COOPERATIVO CON MANUTEZ,65,2.37,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
World of Warships #5 - Volvemos a la carga,64,1.99,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,-64.0,0.0
Napoleón TW España 53 - Asedio de Lemberg,64,3.75,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,0.0
Teaser Thresh Montage #2 - We Are Here Again,63,1.09,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
"43ª partida League of Legends - Vuelve Nami Koi (3:00,16:02,26:21)",62,1.29,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,31.0
REGALO POR CUMPLEAÑOS + TEAM GAINZ MECHANICS,62,0.72,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Probando a Alistar LoL 18,62,1.48,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Grandes dinosaurios (Parte 1) - Ark ep. 29,61,2.43,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,61.0,0.0
Coalición Hispánica #14 | COOPERATIVO CON MANUTEZ2009,61,4.47,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
61ª partida LoL - ORIANNA BUILD TROLL,60,2.03,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Teaser Thresh Montage #1 - Soon will rain plays,60,1.65,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
NEW SERIE - LoL Random Highlights ep. 1,60,1.1,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Coalición Hispánica #7 | COOPERATIVO CON MANUTEZ2009,59,1.87,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Tribus Cherokee #14,59,1.81,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,0.0,0.0
COALICIÓN HISPÁNICA #10 | COOPERATIVO CON MANUTEZ,58,1.1,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Tribus Cherokee #10,58,1.55,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,-58.0,0.0
Montzyzz Birthday #2 - STAR WARS BATTLEFRONT -  Gaming House 2017,57,1.71,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,421.21875,-57.0,0.0
Gran España - Europa Universalis IV #28,57,0.4,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,57.0,0.0
"Coalición Hispánica #17 | DEDICADO A PREDATOR HD, CON MANUTEZ2009",57,3.82,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
THE PROS ;) - LoL Random Highlights ep. 2,57,1.22,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
LoL Clash Quarterfinals - Bilgewater Cup Day 2,56,1.64,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,56.0
Napoleón TW España 17 - Batalla contra Wellesley en Gales,56,1.49,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Morgana LoL 1,56,1.64,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,28.0
Coalición Hispánica #24 | ANTEPENÚLTIMO VÍDEO... - COOPERATIVO CON MANUTEZ2009,56,1.15,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Betrayal Game - Official Trailer,56,1.15,1.0,0.9547,2813.0,0.94,45.5,-0.5,421.21875,-56.0,28.0
Napoleón TW España 12 - Liberada una nación marchamos a otra,55,1.59,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Esparta #51 - Λ FINAL Λ,55,2.46,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,55.0,0.0
I CAN'T STOP LAUGHING - BRONZA PLAYS - LOL,55,1.34,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Noche de tanques (Con manutez2009 y Ighby Ghy) - War Thunder #6,55,1.09,1.2,1.21214,242.6,0.9960000000000001,93.2,0.0,1145.3,0.0,9.166666666666666
Napoleón TW España 24 - Batalla de Nápoles,55,1.38,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,55.0,0.0
Napoleón TW España 31 - Asedio de Estambul,55,0.95,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Coalicion Hispanica #25 - ARAGÓN CONQUISTA MANCHURIA,55,1.98,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,55.0
It Was So Many Time Fighting - Ark Final Destroyer Memories,55,2.24,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,421.21875,0.0,0.0
Esparta # 11 [Parte 2] - Batalla de aguante,55,1.54,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,55.0
Campaña de las cruzadas 10 - El jaque mate a Alejandría. Formamos ya parte del Nilo.,54,0.79,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,27.0
VLOG ALL STAR BARCELONA 2016 LEAGUE OF LEGENDS,54,2.08,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
23ª Coalición Hispánica - COOPERATIVO CON MANUTEZ2009,54,1.26,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Esparta #14 - Épica colina perieca,54,1.06,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,54.0
